term,layer,layer_name,definition,source,auto_quality_notes,reviewer_verdict,corrected_definition,reviewer_comment,review_date
裁刀装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"电机驱动裁刀片裁断布料的部件,并附有定时器、计数器、磨刀等辅助功能的部件或机构。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
裁头,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"数控裁剪机控制裁刀移动和进行剪裁动作的部件。[来源:GB/T30420.3一2023,4.3.2]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
磨刀组件,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"安装在裁头(3.5.2.2)上使刀片锋利的部件。[来源:GB/T30420.3一2023,4.3.3]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
二次覆盖装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"日覆盖装置裁剪完成后,将薄膜重新覆盖在已完成裁剪的面料上,防止真空腔体漏气的部件。[来源:,GB/T30420.3一2023,4.3.13]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
打孔装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"裁剪过程中根据需求在面料上打孔的部件。注:根据可打孔数量不同分为单打孔装置、双打孔装置、多打孔装置等。[来源:GB/T30420.3一2023,4.3.14]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
冷却装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"裁剪过程中降低裁刀的温度,并能实现瞬间冷却的部件。[来源:,GB/T30420.3一2023,4.3.15]",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
视觉标注装署,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,定位、识别裁剪面料上的特定标记或缺陷的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
边走边裁装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过电机及控制系统,使裁头(3.5.2.2)运动与面料传输运动保持一致,实现不停机行进中完成裁剪的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
清洁装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,清理裁剪台鬟毛砖上的布屑等异物的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
投影装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"将裁剪的码号信息投射到收料台裁片上,收料时区分码号的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
直刀,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,直线形的片状刀片 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
圆刀,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,圆形或八角圆形状的刀片 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
刀架,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,于刀片在果内作上下往复运动的立式柱架 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
安全防护罩,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"前盖装置安装在刀片前的压脚(3.1.3)和压脚杆组件上,起到安全保护作用的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
直刀驱动装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过机械传动,带动直刀(3.5.3.1)刀片作上下往复直线运动的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
调速装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用有级或无级调速的形式,改变电机转速的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
裁剪长度限制装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"根据裁剪面料的宽度,设定裁剪运行长度的部件。3.6东烫粘合零部件",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
轨道,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,在输送系统中所运行的进通各工序的循环轨道。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
撑衣装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,将服装支撑展开的部件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
吸盘,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用负压吸盘的形式 , 分离 \ 撑",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
烘干装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,通过加热的方式对面料进行干,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
自动纠偏装署,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过红外线光电或微动开关检测粘合物料输送带位置,采用气控或电控调节输送带运动位置的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
剥离装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,通过铲板将粘合物料脱离粘合带的部件。3.7吊挂输送系统零部件,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
支轨,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,吊架(3.7.3)从主较(3.7.1)进人工作站和从工作站进人主轨(3.7.1)所运行的轨道。注:由进站支轨、提升支轨和出站支轨组成。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
载具滚轮,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,带动吊架(3.7.3).输送框(袋)(3.7.4)在用挂输送系统中移动的运动构件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
推杆,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,驱动吊架(3.7.3)、输送框(袋)(3.7.4)等在主轨(3.7.1)上运行的构件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
输送轨道,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过电控或气控运动构件,按照控制指令将传输物品进行传送运行的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
出站变轨机构,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,吊架(3.7.3)从出站支轨(3.7.2)进人到主轨(3.7.1)的轨道切换部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
进站变轨装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,吊架(3.7.3)从主轨(3.7.1)进人到进站支轨(3.7.2)的轨道切换部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
满检装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,检测设定区域内吊架(3.7.3)存储是否达到最大数量的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
支轨防护装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,防止支轨 (3.7.2) 上吊架 (3.7.3) 掉落的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
分道输送装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"分流装置在主轨(3.7.1)上连续设置多个变轨机构与对应分轨相进,使吊架(3.7.3)分配至其他多条分轨上运行的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
扩展板,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,除主板外其他控制各类特殊功能的电路板 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
电源板,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,为控制系统提供所需电源的电路板 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
数字电源,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,通过数字信号处理器或微控制器为控制系统及设备提供精确的输出电压、电流、功率等参数调节和控制的电源。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
双主轴控制器,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,驱动两个伺服电机同步运转的控制设备 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
放布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"装载卷状面料的 , 并将面料前段送人机械",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
展平装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用吹气形式 , 使面料平整展开的部件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
视觉检测装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"通过摄像头与辅助光源,检查面料疵点的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
贴标装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,对面料疵点标记的部件 。,GB/T 30420.4-2025 (OCR提取),定义过短(<15字); OCR提取，需人工核验,,,,
对边收布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,验布后将面料对边 、 收卷的部件 。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
称重装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"对收布后的面料测量重量,并在控制面板(3.8.7)上显示重量信息的部件。3.9.2洗水缩水设备零部件09)夹紧,配合送布装置(3.4.2.5)送布的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
振动装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"抖动网带上面料,使其处于松弛状态的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
叠布装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"驱动摆布架摆动 , 折叠面料的部件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
蒸汽喷射装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用喷射蒸汽的方式,消除面料收缩应力,降低面料缩水率的部件。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
面料冷却装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,"采用风冷方式 , 降低面料温度的部件 。",GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
排汽装置,layer_3_textile_chain,纺织产业链实体术语（八段式：原料→纺纱→织造→染整→成衣→终端品类→智能制造→绿色低碳）,对预缩产生的蒸汽尾汽收集并排放至室外的部件。,GB/T 30420.4-2025 (OCR提取),OCR提取，需人工核验,,,,
